 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Masc
Período:2020
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"J22   Infecc agudas NE das vias aereas infer";-;-;-;-;-;-;-;-;2;1;1;-;-;2;2;5;9;3;2;5;10;-;42
"J32   Sinusite cronica";-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;4
"J34   Outr transt do nariz e dos seios paranasais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"J35   Doenc cronicas das amigdalas e das adenoides";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;3
"J36   Abscesso periamigdaliano";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;3
"J38   Doenc das cordas vocais e da laringe NCOP";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;3;2;1;-;1;-;11
"J39   Outr doenc das vias aereas super";-;-;-;-;-;-;1;1;1;1;-;2;-;1;2;1;1;-;1;2;1;-;15
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;1;-;-;-;1;3;2;2;1;3;1;1;4;4;11;-;34
"J41   Bronquite cronica simples e a mucopurulenta";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;1;-;-;4
"J42   Bronquite cronica NE";-;-;-;-;-;-;-;-;-;-;2;1;1;-;2;-;2;-;2;-;6;-;16
"J43   Enfisema";-;-;-;-;-;-;-;1;-;-;-;2;2;5;13;20;33;62;67;71;199;-;475
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;2;1;3;3;10;20;38;97;195;370;510;620;661;1548;-;4078
"J45   Asma";-;-;-;-;5;1;3;2;5;9;14;17;16;19;15;9;18;18;23;10;33;-;217
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;1;-;2;1;-;2;2;-;-;3;1;-;1;1;-;14
"J47   Bronquectasia";-;-;-;-;-;-;-;-;1;1;1;2;1;1;-;-;1;2;1;1;6;-;18
"J60   Pneumoconiose dos mineiros de carvao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"J61   Pneumoconiose dev amianto outr fibr minerais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;3
"J62   Pneumoconiose dev poeira que cont silica";-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;1;4;3;4;-;6;-;22
"J63   Pneumoconiose dev outr poeiras inorganicas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;3
"J64   Pneumoconiose NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;1;4;1;-;12
"J66   Doenc das vias aereas dev poeiras org espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J67   Pneumonite hipersensibilid dev poeiras org";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;5;2;3;-;-;13
"J68   Afecc resp dev inal prod quim gas fumac vap";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;3;3;2;-;2;-;14
"J69   Pneumonite dev solidos e liquidos";-;-;4;-;-;2;-;5;4;5;9;8;13;23;31;37;54;56;67;80;380;-;778
"J70   Afeccoes respirat dev outr agentes externos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;2;1;1;2;-;10
"J80   Sindr do desconforto respirat do adulto";-;-;-;-;-;-;-;-;1;5;2;7;6;10;10;15;18;20;20;30;47;-;191
"J81   Edema pulmonar NE de outr form";-;-;3;-;1;1;-;19;45;24;17;29;19;29;26;27;22;22;20;19;37;7;367
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;1;1;-;1;5;2;2;4;6;4;11;17;33;51;50;65;142;-;395
"J85   Abscesso do pulmao e do mediastino";-;-;-;-;-;-;-;-;-;1;2;4;2;4;4;4;6;4;7;6;6;-;50
"J86   Piotorax";-;-;-;-;-;-;-;2;1;2;2;7;1;6;6;4;5;10;5;11;10;1;73
"J90   Derrame pleural NCOP";1;-;-;-;-;-;-;-;-;-;4;1;7;2;6;9;14;13;13;17;58;-;145
"J93   Pneumotorax";-;-;2;-;1;-;-;1;1;-;1;1;-;1;1;4;5;3;3;5;11;-;40
"J94   Outr afeccoes pleurais";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;2;1;1;-;1;-;8
"J96   Insuf respirat NCOP";-;-;2;-;3;3;1;2;7;8;16;13;28;27;32;45;67;63;95;64;226;2;704
"J98   Outr transt respirat";-;-;7;-;9;4;4;16;30;43;76;112;140;185;258;382;472;597;611;581;1543;7;5077
"K04   Doenc da polpa e dos tec periapicais";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K10   Outr doenc dos maxilares";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K12   Estomatite e lesoes correlatas";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;1;-;-;-;5
"K13   Outr doenc do labio e da mucosa oral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"K20   Esofagite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;3;2;3;-;12
"K21   Doenc de refluxo gastroesofagico";-;-;4;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;1;-;7;-;16
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;1;2;2;4;8;8;4;7;8;13;-;57
"K25   Ulcera gastrica";-;-;-;-;-;-;-;1;-;2;8;7;6;21;21;27;52;41;34;42;75;-;337
"K26   Ulcera duodenal";-;-;-;-;-;1;-;-;1;1;4;1;5;4;11;15;16;26;29;13;32;-;159
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;-;1;-;1;3;3;4;4;9;10;8;17;10;18;-;88
"K28   Ulcera gastrojejunal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;1;-;-;5
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;3;11;8;5;2;10;-;44
"K30   Dispepsia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;1;1;-;6
"K31   Outr doenc do estomago e do duodeno";-;-;1;-;-;1;-;-;1;-;-;-;2;-;1;1;2;2;1;3;5;-;20
"K35   Apendicite aguda";-;-;-;-;-;2;-;1;5;5;8;3;2;8;7;7;10;11;5;4;25;-;103
"K37   Apendicite SOE";-;-;-;-;-;-;-;-;1;-;-;1;1;-;2;1;-;2;1;3;2;-;14
"K40   Hernia inguinal";-;-;-;-;1;-;-;-;-;-;-;1;1;4;3;5;6;9;18;17;54;-;119
"K41   Hernia femoral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;5;-;10
"K42   Hernia umbilical";-;-;-;-;-;-;1;-;-;-;-;-;2;2;3;3;3;5;5;4;5;-;33
"K43   Hernia ventral";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;1;4;2;-;11
"K44   Hernia diafragmatica";-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;-;3;2;2;7;-;18
"K45   Outr hernias abdominais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;4
"K46   Hernia abdominal NE";-;-;2;-;-;-;-;-;-;-;2;-;-;2;5;5;10;6;9;12;23;-;76
"K50   Doenc de Crohn";-;-;-;-;-;-;-;-;-;2;4;2;5;2;3;2;1;5;2;3;3;-;34
"K51   Colite ulcerativa";-;-;1;-;-;-;-;-;1;1;-;1;-;2;3;-;2;3;1;4;3;-;22
"K52   Outr gastroenterites e colites nao-infecc";-;-;1;-;-;-;-;1;-;1;1;1;2;1;3;3;5;3;3;7;15;-;47
"K55   Transt vasculares do intestino";-;-;2;-;-;-;-;-;-;2;5;4;11;16;15;26;45;56;59;62;78;-;381
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;5;-;3;-;2;-;4;3;4;7;8;7;13;24;45;54;46;74;198;-;497
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;1;1;1;1;3;4;3;3;20;13;31;33;30;71;-;215
"K58   Sindr do colon irritavel";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K59   Outr transt funcionais do intestino";-;-;2;-;-;1;-;-;3;-;1;1;3;2;-;4;5;6;7;9;13;-;57
"K60   Fissura e fistula das regioes anal e retal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;3
"K61   Abscesso das regioes anal e retal";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;2;-;2;2;-;11
"K62   Outr doenc do reto e do anus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;2;-;6
"K63   Outr doenc do intestino";-;-;2;-;-;-;-;3;-;1;1;4;6;8;7;13;18;22;16;25;34;-;160
"K65   Peritonite";-;-;-;-;1;1;-;2;1;1;1;6;8;6;20;24;29;29;17;21;33;1;201
"K66   Outr transt do peritonio";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;5;2;1;2;2;9;-;25
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;1;2;9;47;115;153;276;360;385;314;230;129;62;51;2;2136
"K71   Doenc hepatica toxica";-;-;-;-;-;-;-;-;1;-;1;2;3;-;3;3;3;3;2;2;2;-;25
"K72   Insuf hepatica NCOP";-;-;2;-;1;2;-;1;2;4;7;9;25;29;36;58;55;38;38;30;44;2;383
"K73   Hepatite cronica NCOP";-;-;-;-;-;-;-;-;-;-;-;2;-;2;2;3;1;4;3;1;2;-;20
"K74   Fibrose e cirrose hepaticas";-;-;-;-;2;-;-;-;1;2;14;50;106;136;225;259;291;241;203;117;145;1;1793
"K75   Outr doenc inflam do figado";-;-;3;-;-;-;-;1;2;2;-;1;2;5;2;7;7;9;10;6;10;-;67
"K76   Outr doenc do figado";-;-;2;-;2;-;-;-;2;4;8;20;20;39;40;64;51;60;42;29;29;1;413
"K80   Colelitiase";-;-;-;-;-;-;-;-;-;-;3;1;1;7;11;11;11;15;24;22;67;-;173
"K81   Colecistite";-;-;-;-;-;-;-;-;-;1;-;6;4;3;4;15;8;27;25;30;67;-;190
"K82   Outr doenc da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;2;3;5;2;10;-;26
"K83   Outr doenc das vias biliares";-;-;1;-;1;-;-;1;1;1;7;2;3;11;10;20;26;22;25;25;61;-;217
"K85   Pancreatite aguda";-;-;-;-;1;-;1;2;6;13;31;38;44;61;60;58;61;62;50;37;70;1;596
"K86   Outr doenc do pancreas";-;-;-;-;-;-;-;-;1;2;1;5;9;5;12;19;7;10;5;2;3;-;81
"K90   Ma-absorcao intestinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"K92   Outr doenc do aparelho digestivo";-;-;-;-;1;-;1;1;2;4;17;11;29;39;64;62;91;111;112;104;263;-;912
"L00   Sindr pele escaldada estafilococ recem-nasc";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"L01   Impetigo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"L02   Abscesso cutaneo furunculo e antraz";-;-;1;-;-;-;1;-;-;-;1;3;1;6;5;3;8;8;8;5;8;-;58
"L03   Celulite";-;-;-;-;-;2;-;-;-;1;-;-;4;5;8;5;10;14;11;7;34;-;101
"L04   Linfadenite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"L05   Cisto pilonidal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"L08   Outr infecc localiz pele e tec subcutaneo";-;-;1;-;-;-;-;1;-;3;-;4;5;4;21;13;25;26;34;42;74;-;253
"L10   Penfigo";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;1;-;-;2;-;6
"L12   Penfigoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;4
"L13   Outr afeccoes bolhosas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"L26   Dermatite esfoliativa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"L40   Psoriase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"L51   Eritema polimorfo";-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;2;-;2;-;2;-;10
"L53   Outr afeccoes eritematosas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"L88   Piodermite gangrenosa";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"L89   Ulcera de decubito";-;-;-;-;-;-;-;1;1;1;-;1;5;1;5;15;13;9;17;20;54;-;143
"L93   Lupus eritematoso";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;3
"L95   Vasculite limitada a pele NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2
"L97   Ulcera dos membros infer NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;5;2;4;2;2;9;-;28
"L98   Outr afeccoes da pele e tec subcutaneo NCOP";-;-;-;-;-;-;-;-;1;-;1;-;-;2;1;3;2;6;6;5;25;-;52
"M00   Artrite piogenica";-;-;-;-;-;1;-;-;-;-;-;3;-;6;5;6;6;5;2;4;4;-;42
"M05   Artrite reumatoide soro-positiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;3
"M06   Outr artrites reumatoides";-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;2;5;5;4;5;-;26
"M10   Gota";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;4;2;-;1;-;10
"M13   Outr artrites";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;1;-;5
"M16   Coxartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;10;-;15
"M17   Gonartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"M19   Outr artroses";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;2;2;-;8
"M25   Outr transt articulares NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;4;-;6
"M30   Poliarterite nodosa e afeccoes correlatas";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M31   Outr vasculopatias necrotizantes";-;-;-;-;-;-;-;1;1;-;2;-;-;1;1;2;1;1;4;5;8;-;27
"M32   Lupus eritematoso disseminado";-;-;-;-;1;-;1;1;1;1;3;3;4;1;2;2;2;4;1;-;2;-;29
"M33   Dermatopoliomiosite";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;-;-;-;4
"M34   Esclerose sistemica";-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;-;2;-;4;-;1;-;11
"M35   Outr afeccoes sistemicas do tec conjuntivo";-;-;-;-;-;-;-;-;1;-;2;1;-;1;-;-;1;-;1;1;1;-;9
"M43   Outr dorsopatias deformantes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"M45   Espondilite ancilosante";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"M46   Outr espondilopatias inflam";-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;-;1;2;5;6;5;-;24
"M47   Espondilose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;2;-;7
"M48   Outr espondilopatias";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;2;-;6
"M50   Transt dos discos cervicais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;4
"M51   Outr transt de discos intervertebrais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;2;-;-;5
"M60   Miosite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3;4;-;1;-;11
"M62   Outr transt musculares";-;-;-;-;-;-;-;1;-;2;1;5;1;3;1;8;9;13;10;16;48;-;118
"M72   Transt fibroblasticos";-;-;-;-;-;-;-;-;1;-;2;1;-;4;7;6;6;6;4;4;3;-;44
"M79   Outr transt dos tec moles NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"M80   Osteoporose c/frat patologica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;3;11;-;19
"M81   Osteoporose s/frat patologica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;-;5
"M84   Transt da continuidade do osso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;4;1;23;-;31
"M85   Outr transt da densidade e estrutura osseas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"M86   Osteomielite";-;-;-;-;-;-;-;-;1;-;-;2;4;4;9;10;9;14;12;8;21;-;94
"M87   Osteonecrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"M88   Doenc de Paget do osso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"M94   Outr transt das cartilagens";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"M99   Lesoes biomecanicas NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"N00   Sindr nefritica aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;3;-;5
"N02   Hematuria recidivante e persistente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;2;-;6
"N03   Sindr nefritica cronica";-;-;-;-;-;-;-;-;2;-;2;4;6;3;5;12;27;34;35;25;73;-;228
"N04   Sindr nefrotica";-;-;1;-;-;-;1;-;-;1;1;-;-;-;1;-;-;3;-;1;1;-;10
"N05   Sindr nefritica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;1;-;1;-;6
"N07   Nefropatia hereditaria NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"N10   Nefrite tubulo-intersticial aguda";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;3;7;3;7;15;-;39
"N11   Nefrite tubulo-intersticial cronica";-;-;-;-;1;-;-;-;-;-;-;1;2;1;1;1;4;2;5;8;18;-;44
"N12   Nefrite tubulo-intersticial NE aguda cronica";-;-;-;-;-;-;-;-;1;1;-;5;1;4;5;9;9;11;20;22;65;-;153
"N13   Uropatia obstrutiva e p/refluxo";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5;7;-;14
"N14   Afec tubul tubulo-interst ind drog met pesad";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;3
"N15   Outr doenc renais tubulo-intersticiais";-;-;-;-;-;1;-;-;-;-;-;-;2;2;1;1;2;-;2;1;2;-;14
"N17   Insuf renal aguda";-;-;6;-;-;-;-;1;2;3;3;6;15;18;34;40;48;66;80;91;185;-;598
"N18   Insuf renal cronica";-;-;-;-;-;1;-;2;6;8;9;9;23;28;30;68;104;110;128;118;319;-;963
"N19   Insuf renal NE";-;-;1;-;-;-;-;-;1;2;4;3;4;7;11;17;25;25;28;32;102;-;262
"N20   Calculose do rim e do ureter";-;-;-;-;-;-;1;-;-;1;1;1;-;3;2;2;7;6;7;8;10;-;49
"N21   Calculose do trato urinario infer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;4
"N26   Rim contraido NE";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;1;-;4
"N28   Outr transt do rim e do ureter NCOP";-;-;-;-;-;-;-;-;-;-;1;1;5;7;8;7;11;18;14;11;27;-;110
"N30   Cistite";-;-;-;-;-;-;-;1;-;1;-;-;1;2;1;1;-;1;4;5;23;-;40
"N31   Disfuncoes neuromusculares da bexiga NCOP";-;-;-;-;-;-;-;1;-;-;1;-;2;-;-;1;1;2;2;3;3;-;16
"N32   Outr transt da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;5;2;1;6;-;16
"N34   Uretrite e sindr uretral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;-;5
"N35   Estenose da uretra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;2;6;-;12
"N36   Outr transt da uretra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3
"N39   Outr transt do trato urinario";-;-;9;-;-;-;-;3;4;6;10;11;11;24;52;66;120;172;254;317;1214;-;2273
"N40   Hiperplasia da prostata";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;6;13;34;25;151;-;234
"N41   Doenc inflam da prostata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;4;5;-;14
"N42   Outr afeccoes da prostata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;6;-;10
"N45   Orquite e epididimite";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;-;-;-;2;-;7
"N47   Hipertrofia do prepucio fimose e parafimose";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N48   Outr transt do penis";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;2;-;6
"N49   Transt inflam orgaos genitais masc NCOP";-;-;-;-;1;-;-;-;-;2;3;3;1;4;8;9;13;12;16;7;8;-;87
"N50   Outr transt dos orgaos genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"P00   Fet rec-nasc afet afec mat n obr rel grav at";139;60;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;217
"P01   Fet rec-nasc afet complic maternas gravidez";144;21;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;171
"P02   Fet rec-nasc afet compl plac cord umb membr";98;17;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120
"P03   Fet rec-nasc afet out compl trab parto parto";87;12;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;108
"P04   Fet rec-nasc infl af noc trans plac leit mat";6;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"P05   Crescimento fetal retard e desnutric fetal";17;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;28
"P07   Transt rel gest curt dur peso baix nasc NCOP";79;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85
"P15   Outr traum de parto";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P20   Hipoxia intra-uterina";22;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"P21   Asfixia ao nascer";52;17;6;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;78
"P22   Desconforto respirat do recem-nascido";144;33;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181
"P23   Pneumonia congen";10;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;19
"P24   Sindr de aspiracao neonatal";29;13;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46
"P25   Enfisema interst afecc corr orig per perinat";16;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"P26   Hemorragia pulmonar orig periodo perinatal";36;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43
"P27   Doenc respirat cron orig periodo perinatal";-;2;12;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"P28   Outr afeccoes respirat orig per perinatal";38;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43
"P29   Transt cardiovasc orig periodo perinatal";34;8;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;48
"P35   Doenc virais congen";-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"P36   Septicemia bacter do recem-nascido";111;121;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;275
"P37   Outr doenc infecc e parasit congen";3;4;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"P38   Onfalite recem-nasc c/ou s/hemorragia leve";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"P39   Outr infecc especificas do periodo perinatal";9;7;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"P50   Perda sanguinea fetal";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P52   Hemorragia intracran nao-traum feto rec-nasc";3;6;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"P53   Doenc hemorragica do feto e do recem-nascido";4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"P54   Outr hemorragias neonatais";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"P55   Doenc hemolitica do feto e do recem-nascido";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"P56   Hidropsia fetal dev doenc hemolitica";2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"P59   Ictericia neonatal dev outr causas e as NE";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P60   Coagulacao intravasc dissem feto rec-nasc";4;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"P61   Outr transt hematologicos perinatais";5;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"P70   Trans transit metab carboid esp fet rec-nasc";5;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"P74   Outr dist eletrolit metab transit per neonat";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"P76   Outr obstrucoes intestinais do recem-nascido";2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"P77   Enterocolite necrotizante do feto e rec-nasc";12;42;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93
"P78   Outr transt ap digestivo periodo perinatal";8;8;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
