 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Período:2012
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"I49   Outr arritmias cardiacas";-;-;1;-;1;-;-;4;5;6;11;13;13;29;38;58;80;96;127;163;560;1;1206
"I50   Insuf cardiaca";-;-;6;-;-;1;1;9;18;16;27;43;64;108;205;310;379;489;720;874;2905;6;6181
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;7;-;1;2;3;9;6;10;19;20;18;56;45;65;62;60;66;90;220;2;761
"I60   Hemorragia subaracnoide";-;-;1;-;1;4;9;9;11;20;37;75;122;151;206;175;158;144;110;88;137;1;1459
"I61   Hemorragia intracerebral";-;-;6;-;1;3;3;9;21;23;47;95;183;329;335;414;389;396;314;404;702;10;3684
"I62   Outr hemorragias intracranianas nao-traum";-;-;4;-;1;1;2;1;3;2;5;5;6;10;15;16;29;19;27;26;101;2;275
"I63   Infarto cerebral";-;-;-;-;1;1;1;-;4;7;15;24;38;43;92;157;220;267;330;369;959;5;2533
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;2;2;3;8;9;19;45;80;129;258;354;488;671;912;1040;2720;2;6742
"I67   Outr doenc cerebrovasculares";-;-;-;-;2;2;2;4;6;7;15;16;35;76;113;177;234;294;348;455;1040;1;2827
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;1;3;-;4;7;10;23;38;71;161;258;394;501;670;1733;2;3876
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;4;2;8;16;31;42;53;65;297;1;519
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;1;6;4;10;23;30;74;101;165;231;294;371;378;372;606;4;2670
"I72   Outr aneurismas";-;-;-;-;-;-;1;-;-;-;3;2;5;4;5;16;5;9;7;13;25;-;95
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;4;2;8;18;20;27;39;45;66;176;-;405
"I74   Embolia e trombose arteriais";-;-;-;-;-;1;-;-;-;4;5;5;5;19;15;22;31;37;49;46;172;-;411
"I77   Outr afeccoes das arterias e arteriolas";-;-;1;-;-;-;-;-;3;4;2;1;1;5;6;17;12;32;19;35;82;-;220
"I78   Doenc dos capilares";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;4
"I80   Flebite e tromboflebite";-;-;-;-;1;1;1;1;2;4;8;5;15;20;23;33;36;44;43;50;173;-;460
"I81   Trombose da veia porta";-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;1;1;1;6;-;13
"I82   Outr embolia e trombose venosas";-;-;-;-;-;-;-;1;-;2;1;2;3;1;3;8;3;6;5;6;15;-;56
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;8;7;9;8;15;46;-;97
"I84   Hemorroidas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;3
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;1;4;5;5;13;17;19;12;17;10;8;-;111
"I86   Varizes de outr localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;4;1;1;1;2;-;15
"I87   Outr transt das veias";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;5;6;6;5;17;-;45
"I88   Linfadenite inespecifica";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;1;4;2;1;3;1;-;16
"I95   Hipotensao";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;3;-;5
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;-;1;-;2;-;-;2;1;4;2;2;6;8;16;-;44
"J01   Sinusite aguda";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;2;-;-;-;5
"J02   Faringite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J03   Amigdalite aguda";-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"J04   Laringite e traqueite agudas";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"J05   Laringite obstrutiva aguda e epiglotite";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J06   Infecc agudas vias aereas super loc mult NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;2;5;-;10
"J09   Influenza A (H1N1)";-;-;1;-;1;1;2;-;1;-;-;2;1;1;7;2;1;1;-;1;-;-;22
"J10   Influenza dev outro virus influenza ident";-;-;1;-;-;-;-;1;2;1;2;-;4;5;3;4;2;1;2;2;2;-;32
"J11   Influenza dev virus nao identificado";-;-;-;-;-;-;-;-;1;-;1;1;3;1;-;2;1;-;1;2;5;-;18
"J12   Pneumonia viral NCOP";-;-;2;-;2;2;-;-;-;-;-;1;1;1;2;1;1;2;3;4;11;-;33
"J13   Pneumonia dev Streptococcus pneumoniae";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;6
"J14   Pneumonia dev Haemophilus infuenzae";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J15   Pneumonia bacter NCOP";-;1;11;-;7;3;3;3;4;4;5;14;17;20;47;30;61;77;119;160;624;-;1210
"J16   Pneumonia dev out microorg infecc espec NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;2;-;6
"J18   Pneumonia p/microorg NE";-;27;178;-;111;25;32;56;91;133;205;270;353;502;684;801;990;1177;1568;2177;8838;47;18265
"J20   Bronquite aguda";-;-;1;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"J21   Bronquiolite aguda";-;-;50;-;6;-;1;-;-;-;1;-;-;-;3;3;3;6;3;4;4;-;84
"J22   Infecc agudas NE das vias aereas infer";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;3;-;-;7;-;12
"J31   Rinite nasofaringite e faringite cronicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"J32   Sinusite cronica";-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;4;2;-;9
"J34   Outr transt do nariz e dos seios paranasais";-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;1;-;-;1;-;-;-;5
"J35   Doenc cronicas das amigdalas e das adenoides";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"J36   Abscesso periamigdaliano";-;-;-;-;1;-;-;1;-;1;-;-;-;1;-;1;1;-;1;-;-;-;7
"J37   Laringite e laringotraqueite cronicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J38   Doenc das cordas vocais e da laringe NCOP";-;-;-;-;-;-;-;-;-;2;-;2;-;2;-;-;-;2;1;2;-;-;11
"J39   Outr doenc das vias aereas super";-;-;1;-;1;-;1;2;-;1;2;-;2;2;-;4;3;2;1;1;10;-;33
"J40   Bronquite NE como aguda ou cronica";-;-;-;-;-;-;-;1;1;2;3;-;1;-;2;2;2;3;5;8;22;-;52
"J41   Bronquite cronica simples e a mucopurulenta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;4;5;3;9;-;23
"J42   Bronquite cronica NE";-;-;1;-;2;-;-;1;-;-;-;-;2;-;4;8;7;7;5;10;39;1;87
"J43   Enfisema";-;-;1;-;-;-;1;3;1;-;2;2;6;14;42;43;77;94;134;162;358;-;940
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;6;1;1;3;1;3;13;15;45;94;235;437;614;912;1114;1465;3231;2;8192
"J45   Asma";-;-;3;-;2;3;2;3;8;4;10;11;4;23;20;18;30;21;30;33;101;-;326
"J46   Estado de mal asmatico";-;-;-;-;2;-;2;-;3;3;4;2;3;-;3;7;5;4;9;6;17;-;70
"J47   Bronquectasia";-;-;-;-;1;-;-;1;1;2;4;1;1;4;2;5;4;3;5;7;33;-;74
"J60   Pneumoconiose dos mineiros de carvao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;4
"J61   Pneumoconiose dev amianto outr fibr minerais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;2;-;6
"J62   Pneumoconiose dev poeira que cont silica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;3;3;8;-;20
"J64   Pneumoconiose NE";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;3;4;6;8;12;-;38
"J65   Pneumoconiose assoc c/tuberc";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;3
"J67   Pneumonite hipersensibilid dev poeiras org";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;1;2;-;1;-;11
"J68   Afecc resp dev inal prod quim gas fumac vap";-;-;1;-;-;-;-;-;-;-;-;-;2;4;3;1;1;3;2;2;11;-;30
"J69   Pneumonite dev solidos e liquidos";-;-;35;-;9;5;3;2;8;5;9;11;21;23;18;45;53;51;86;115;533;1;1033
"J70   Afeccoes respirat dev outr agentes externos";-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;2;2;1;2;2;5;-;18
"J80   Sindr do desconforto respirat do adulto";-;-;5;-;3;-;-;1;1;5;4;2;3;8;4;6;6;7;5;8;16;1;85
"J81   Edema pulmonar NE de outr form";-;2;7;-;2;2;4;26;24;23;34;39;47;56;68;63;47;49;57;55;114;9;728
"J82   Eosinofilia pulmonar NCOP";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;3
"J84   Outr doenc pulmonares intersticiais";-;1;5;-;4;2;1;4;3;1;5;8;9;22;28;32;71;69;102;126;257;-;750
"J85   Abscesso do pulmao e do mediastino";-;-;-;-;-;1;-;-;2;5;-;3;2;10;9;8;7;5;11;8;19;1;91
"J86   Piotorax";-;-;1;-;-;-;-;4;4;5;8;4;19;14;15;16;20;19;19;21;42;1;212
"J90   Derrame pleural NCOP";-;-;1;-;1;-;-;-;2;2;2;1;3;3;4;6;13;25;13;26;63;1;166
"J93   Pneumotorax";-;-;2;-;1;-;-;1;1;-;-;1;1;2;3;4;2;5;5;12;14;-;54
"J94   Outr afeccoes pleurais";-;-;1;-;-;-;-;2;2;1;-;2;3;2;2;2;5;-;3;2;10;-;37
"J96   Insuf respirat NCOP";-;-;13;-;5;4;2;10;17;12;9;11;14;17;30;40;48;46;81;80;240;1;680
"J98   Outr transt respirat";-;-;15;-;2;1;1;14;8;12;12;26;25;42;60;52;57;70;80;106;305;3;891
"K09   Cistos da regiao bucal NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K10   Outr doenc dos maxilares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K12   Estomatite e lesoes correlatas";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K13   Outr doenc do labio e da mucosa oral";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;1;-;4
"K14   Doenc da lingua";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K20   Esofagite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;3;3;-;10
"K21   Doenc de refluxo gastroesofagico";-;1;5;-;1;1;-;-;-;1;-;-;-;1;2;-;1;1;1;3;10;-;28
"K22   Outr doenc do esofago";-;-;-;-;1;-;-;2;-;-;1;2;-;6;5;8;8;13;8;8;31;-;93
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;3;5;6;4;6;18;23;32;36;34;50;63;96;-;376
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;2;4;1;3;7;13;14;20;26;22;30;36;64;-;242
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;1;-;4;1;2;7;7;12;14;14;14;19;22;45;-;162
"K28   Ulcera gastrojejunal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;3;1;-;1;-;8
"K29   Gastrite e duodenite";-;-;-;-;1;-;-;-;2;1;-;3;9;7;6;6;11;5;7;12;34;-;104
"K30   Dispepsia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3;-;5
"K31   Outr doenc do estomago e do duodeno";-;-;-;-;1;1;-;1;1;1;1;-;3;1;5;6;6;10;12;12;23;-;84
"K35   Apendicite aguda";-;-;1;-;7;3;2;5;6;6;8;8;5;10;11;15;11;13;14;12;24;-;161
"K36   Outr form de apendicite";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"K37   Apendicite SOE";-;-;-;-;1;3;2;3;2;-;2;2;1;2;2;1;4;1;2;4;5;-;37
"K38   Outr doenc do apendice";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;2;-;5
"K40   Hernia inguinal";-;-;2;-;-;-;-;-;-;-;-;3;1;1;3;7;4;22;20;18;59;-;140
"K41   Hernia femoral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;9;-;15
"K42   Hernia umbilical";-;-;-;-;1;-;-;-;-;-;1;-;-;2;6;7;5;2;8;3;12;-;47
"K43   Hernia ventral";-;-;-;-;-;-;-;-;-;-;-;1;1;2;3;5;3;6;8;10;8;-;47
"K44   Hernia diafragmatica";-;-;-;-;1;-;-;1;-;-;-;3;2;1;3;2;1;7;1;8;21;-;51
"K45   Outr hernias abdominais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;1;2;3;-;11
"K46   Hernia abdominal NE";-;-;1;-;-;-;-;-;1;2;2;-;2;3;8;8;8;14;15;22;60;-;146
"K50   Doenc de Crohn";-;-;-;-;-;-;1;-;1;4;4;4;2;6;5;11;3;3;2;4;6;-;56
"K51   Colite ulcerativa";-;-;2;-;-;1;-;-;3;3;-;1;2;5;5;9;5;6;11;6;12;-;71
"K52   Outr gastroenterites e colites nao-infecc";-;-;4;-;2;-;-;-;-;-;-;2;2;1;2;2;4;4;6;5;23;-;57
"K55   Transt vasculares do intestino";-;-;-;-;3;-;-;2;1;2;11;9;22;28;52;85;84;101;130;150;379;1;1060
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;8;-;4;-;1;1;7;3;10;6;11;13;23;38;37;78;96;116;342;-;794
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;1;-;1;2;3;9;13;22;37;53;63;79;207;1;491
"K58   Sindr do colon irritavel";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2
"K59   Outr transt funcionais do intestino";-;-;1;-;1;-;-;-;1;2;2;2;4;1;4;2;6;6;12;18;31;-;93
"K60   Fissura e fistula das regioes anal e retal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;4;-;7
"K61   Abscesso das regioes anal e retal";-;-;-;-;-;-;-;-;1;1;-;1;-;1;1;2;-;3;1;4;2;-;17
"K62   Outr doenc do reto e do anus";-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;1;3;4;5;3;-;20
"K63   Outr doenc do intestino";-;1;6;-;1;2;-;2;-;2;4;9;9;10;12;18;17;28;46;26;62;-;255
"K65   Peritonite";-;-;3;-;1;-;-;4;4;4;19;15;26;24;31;57;60;78;74;55;95;1;551
"K66   Outr transt do peritonio";-;-;-;-;3;-;1;-;1;-;-;-;5;4;1;2;2;5;3;9;15;-;51
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;2;23;66;135;273;377;412;395;297;214;116;76;54;8;2448
"K71   Doenc hepatica toxica";-;-;1;-;1;-;-;3;-;2;2;3;1;1;7;3;5;4;1;1;3;-;38
"K72   Insuf hepatica NCOP";-;-;6;-;1;-;1;4;5;7;9;19;43;44;57;88;77;71;65;50;78;-;625
"K73   Hepatite cronica NCOP";-;-;-;-;-;-;-;1;-;-;-;2;1;4;8;5;3;5;7;2;5;-;43
"K74   Fibrose e cirrose hepaticas";-;-;-;-;2;2;-;5;6;12;41;99;183;279;337;347;341;300;221;158;202;9;2544
"K75   Outr doenc inflam do figado";-;-;1;-;-;-;2;5;8;4;4;6;7;10;8;11;17;15;19;18;31;-;166
"K76   Outr doenc do figado";-;-;3;-;3;-;2;3;6;8;25;40;64;58;109;97;91;71;64;49;84;3;780
"K80   Colelitiase";-;-;-;-;-;-;-;1;3;3;5;3;8;18;20;17;30;45;47;66;165;1;432
"K81   Colecistite";-;-;-;-;-;-;1;-;1;5;4;5;11;9;15;26;29;32;47;53;185;-;423
"K82   Outr doenc da vesicula biliar";1;-;-;-;-;-;-;-;1;-;-;1;2;1;5;4;9;11;8;8;26;-;77
"K83   Outr doenc das vias biliares";-;-;3;-;1;-;1;-;2;1;4;2;6;12;19;20;26;34;30;48;82;-;291
"K85   Pancreatite aguda";-;-;-;-;-;2;1;8;6;26;38;51;84;99;110;101;96;101;100;104;191;3;1121
"K86   Outr doenc do pancreas";-;-;-;-;-;-;-;-;-;4;2;11;16;31;20;18;12;16;9;11;12;1;163
"K90   Ma-absorcao intestinal";-;1;2;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;-;4;-;11
"K92   Outr doenc do aparelho digestivo";-;-;1;-;-;1;-;1;5;1;13;14;20;29;41;56;80;79;114;154;393;2;1004
"L01   Impetigo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;3
"L02   Abscesso cutaneo furunculo e antraz";-;-;1;-;-;-;1;-;-;3;3;1;3;3;4;10;8;6;5;6;14;-;68
"L03   Celulite";-;-;2;-;-;-;1;-;1;1;3;4;7;10;14;18;17;19;22;29;71;-;219
"L04   Linfadenite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"L08   Outr infecc localiz pele e tec subcutaneo";-;-;1;-;1;-;-;1;2;-;-;1;3;7;8;9;12;9;8;14;43;-;119
"L10   Penfigo";-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;2;2;3;2;2;7;-;22
"L12   Penfigoide";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;4;-;7
"L13   Outr afeccoes bolhosas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;6;-;8
"L27   Dermatite dev subst de uso interno";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;1;-;4
"L40   Psoriase";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;5;1;-;-;-;10
"L50   Urticaria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"L51   Eritema polimorfo";-;-;1;-;-;-;-;-;-;-;1;-;-;-;2;1;5;3;3;-;1;-;17
"L53   Outr afeccoes eritematosas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
"L88   Piodermite gangrenosa";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;-;4
"L89   Ulcera de decubito";-;-;-;-;-;-;-;-;-;-;3;1;8;7;3;7;25;25;32;43;236;-;390
"L93   Lupus eritematoso";-;-;-;-;-;-;1;1;3;1;1;2;1;1;2;-;1;1;-;-;-;-;15
"L94   Outr afeccoes localizadas do tec conjuntivo";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"L95   Vasculite limitada a pele NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;3
"L97   Ulcera dos membros infer NCOP";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;7;3;2;10;9;23;-;57
"L98   Outr afeccoes da pele e tec subcutaneo NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;4;3;2;4;6;19;-;41
"M00   Artrite piogenica";-;-;-;-;-;-;1;-;-;-;2;1;3;2;5;5;4;2;9;4;11;-;49
"M02   Artropatias reacionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"M05   Artrite reumatoide soro-positiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;1;3;1;1;-;11
"M06   Outr artrites reumatoides";-;-;-;-;-;-;-;-;-;1;1;-;6;3;8;11;10;17;24;17;16;-;114
"M08   Artrite juvenil";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"M10   Gota";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;1;-;5
"M12   Outr artropatias espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"M13   Outr artrites";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;10;-;15
"M15   Poliartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3
"M16   Coxartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;9;-;14
"M17   Gonartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;5;-;7
"M19   Outr artroses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3;4;13;-;23
"M23   Transt internos dos joelhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"M25   Outr transt articulares NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;4;16;-;25
"M30   Poliarterite nodosa e afeccoes correlatas";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"M31   Outr vasculopatias necrotizantes";-;-;-;-;-;-;-;1;1;-;3;2;4;5;3;5;6;4;10;6;9;-;59
"M32   Lupus eritematoso disseminado";-;-;-;-;-;-;7;6;17;25;15;14;29;14;14;13;14;11;3;4;1;-;187
"M33   Dermatopoliomiosite";-;-;-;-;-;1;-;-;-;1;2;1;4;3;1;2;2;1;3;-;1;-;22
"M34   Esclerose sistemica";-;-;-;-;-;-;-;-;1;-;2;-;-;3;-;9;12;6;4;6;2;-;45
"M35   Outr afeccoes sistemicas do tec conjuntivo";-;-;-;-;-;-;-;-;3;2;4;1;-;3;1;4;1;1;7;4;4;-;35
"M42   Osteocondrose da coluna vertebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"M43   Outr dorsopatias deformantes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"M45   Espondilite ancilosante";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;3
"M46   Outr espondilopatias inflam";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;4;3;5;4;-;21
"M47   Espondilose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;3;3;-;12
"M48   Outr espondilopatias";-;-;-;-;-;-;-;-;-;-;-;2;2;-;1;-;-;2;4;6;4;-;21
"M50   Transt dos discos cervicais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;4
"M51   Outr transt de discos intervertebrais";-;-;-;-;-;-;-;-;-;-;-;1;-;3;1;-;1;1;-;-;3;-;10
"M60   Miosite";-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;4;2;1;2;1;1;-;15
"M61   Calcificacao e ossificacao do musculo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"M62   Outr transt musculares";-;-;-;-;1;-;-;-;1;2;-;3;3;3;3;10;5;12;21;16;86;-;166
"M72   Transt fibroblasticos";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3;4;3;-;-;3;-;16
"M80   Osteoporose c/frat patologica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;4;5;30;-;43
"M81   Osteoporose s/frat patologica";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;2;3;15;-;23
"M83   Osteomalacia do adulto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"M84   Transt da continuidade do osso";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3;1;6;3;29;-;45
"M86   Osteomielite";-;-;-;-;-;-;-;-;-;1;-;5;3;2;9;11;3;16;18;17;52;-;137
"M87   Osteonecrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;3;-;6
"M88   Doenc de Paget do osso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"M89   Outr transt osseos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;8;-;13
"M95   Outr deform adquir sist osteomusc tec conj";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"N00   Sindr nefritica aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;4
"N01   Sindr nefritica rapidamente progressiva";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"N02   Hematuria recidivante e persistente";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;-;-;4
"N03   Sindr nefritica cronica";-;-;-;-;-;-;-;-;1;1;-;2;3;2;5;3;4;3;4;4;11;-;43
"N04   Sindr nefrotica";-;-;1;-;2;-;-;-;3;2;1;1;1;1;1;6;1;3;3;1;5;-;32
"N05   Sindr nefritica NE";-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;3
"N07   Nefropatia hereditaria NCOP";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;-;-;6
"N10   Nefrite tubulo-intersticial aguda";-;-;-;-;-;-;-;2;2;6;2;7;6;5;10;19;14;15;23;24;76;1;212
"N11   Nefrite tubulo-intersticial cronica";-;-;1;-;-;-;-;-;1;-;-;1;1;3;4;4;4;5;4;7;20;-;55
"N12   Nefrite tubulo-intersticial NE aguda cronica";-;-;-;-;-;-;2;2;3;2;5;2;15;9;20;17;23;29;47;52;219;-;447
"N13   Uropatia obstrutiva e p/refluxo";-;-;-;-;-;-;-;-;-;2;-;1;3;2;1;1;4;4;5;4;18;-;45
"N14   Afec tubul tubulo-interst ind drog met pesad";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;3
"N15   Outr doenc renais tubulo-intersticiais";-;-;-;-;-;-;-;-;1;-;-;-;1;2;2;7;2;3;3;1;2;-;24
"N17   Insuf renal aguda";-;-;4;-;1;-;1;4;4;9;6;5;15;22;28;47;39;59;59;90;259;-;652
"N18   Insuf renal cronica";-;-;1;-;2;2;2;4;7;5;15;18;35;52;72;100;115;110;143;148;453;1;1285
"N19   Insuf renal NE";-;-;8;-;-;-;1;2;4;2;6;5;2;16;13;26;31;47;51;94;256;-;564
"N20   Calculose do rim e do ureter";-;-;-;-;-;-;-;-;-;-;7;2;5;5;8;9;13;11;6;9;17;-;92
